"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","47/3519","90/9436",0.522222222222222,1.40030943134097,2.94261869409637,0.0026410016988399,0.0106561347615982,0.00614186441590674,"2475/5567/51094/10000/3265/90993/9776/79602/3845/60673/3479/10645/2308/3480/115/113/57521/6794/84699/581/109/1385/53632/9470/468/5468/111/5291/5290/10891/1977/4790/5295/814/9474/2309/27244/6648/9586/107/64764/51422/1978/9821/114/7248/79813",47
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","25/3519","42/9436",0.595238095238095,1.59609737614853,2.98570144625615,0.00277297245151029,0.0110600165594721,0.00637464931381675,"8031/7417/51703/2495/4891/643246/2879/30061/2181/5621/84557/2937/3162/10533/7018/7037/64116/23657/2180/23305/2729/9474/7419/6303/2182",25
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","45/3519","86/9436",0.523255813953488,1.40308094926545,2.89577953053424,0.00306435337581844,0.011957127232385,0.0068917159840836,"6513/5567/3782/480/481/779/6262/3778/3767/6833/90993/5331/775/5330/115/5579/113/5578/84699/2864/3783/54795/109/11069/1385/23236/5332/6616/2778/468/776/111/6514/10242/817/3781/9586/117/2645/816/107/64764/157855/114/2776",45
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","77/3519","160/9436",0.48125,1.29044472861608,2.85741237391784,0.0030668136129172,0.011957127232385,0.0068917159840836,"9672/149461/257194/7412/965/914/79679/50848/5788/23114/947/8516/3688/64115/57689/923/9379/4684/644672/23705/120425/83700/84189/9071/9369/4756/80381/3684/1001/999/2734/1366/57555/3384/5175/5797/1000/10666/5802/3383/4099/933/5817/5819/6382/9378/3655/3676/940/1493/5133/1002/4685/58494/23562/3680/214/5010/22871/9076/10686/100132463/1462/3135/3117/3112/3108/49861/4897/137075/6383/29126/80380/84628/100288814/84631/83692",77
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","27/3519","47/9436",0.574468085106383,1.54040376557654,2.86409505217844,0.0038496911962155,0.014842698278742,0.00855486932492334,"6487/23127/2590/374378/283464/11226/50614/145173/57452/29954/2589/79709/79623/84620/11227/2591/23509/117248/285203/727936/6480/152002/55568/56913/168391/8473/29071",27
"Cellular Processes","Cell motility","hsa04814","Motor proteins","92/3519","197/9436",0.467005076142132,1.25224776881988,2.75916558254684,0.00396397500990828,0.0151153772355843,0.00871203298880941,"23095/832/57576/7170/7135/127602/58/55083/3799/59/10121/7140/79659/10376/7846/84790/4633/92558/196385/23026/83544/1778/3831/55930/4644/4643/7168/4649/374654/4629/3801/10749/4628/8735/4621/51168/399687/4642/80179/27175/4635/51174/64446/8632/103910/4645/4542/79784/3797/72/1639/1768/4648/3800/140469/1781/4430/56171/547/55614/84700/4627/10126/51143/64147/25981/7134/201625/22989/4636/1767/4651/3796/11127/51164/285643/63971/203068/3833/1769/221458/3834/60/8701/64005/1780/93408/830/23303/84376/27019/113220",92
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","37/3519","69/9436",0.536231884057971,1.43787554929554,2.81517100889521,0.00405722772659226,0.015302804577473,0.00882006027520056,"5567/2773/779/134/183/3778/5331/2977/775/5139/3709/5153/5732/5330/3759/5136/1385/23236/5332/2778/1908/3708/776/111/185/5593/5530/2982/154/1906/358/117/5137/2770/1508/5533/2776",37
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","72/3519","150/9436",0.48,1.28709292412617,2.73327657679128,0.00444683545822641,0.0165919559570383,0.00956308700693853,"2475/1647/7482/6258/7042/7483/89780/10000/29119/6934/3265/595/81029/4040/3845/7480/2254/7043/399694/5604/4088/999/1856/2535/7473/7484/8313/4087/4089/596/898/581/6654/1496/83439/8324/1869/5594/5894/5915/7048/4292/1499/7474/2932/5291/7012/5290/2250/51176/1950/2247/2549/5295/51426/6932/1495/2246/1452/1871/1026/1956/8326/5243/8321/4233/7472/51384/6469/53358/6256/8823",72
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","95/3519","205/9436",0.463414634146341,1.24262020113807,2.7083782314686,0.00456201825735455,0.0168406418649152,0.00970642182415862,"23352/998/3065/3725/3716/5567/2959/440689/9261/7188/1959/3265/2965/90993/595/894/3845/51564/4193/5829/8900/4792/387332/87/7187/1387/5934/55697/7531/6777/6774/5366/84699/718/898/3249/81/581/10971/5610/1385/6672/9759/7529/5594/468/2033/8850/1233/1232/1234/387/5291/5922/5290/1739/3516/4790/6502/3572/5295/8366/3018/8364/8344/8360/8367/8361/8345/8346/8970/8294/8340/8363/8362/3135/1026/9519/8379/85477/9734/9586/7532/1021/27044/64764/2961/7419/4067/245972/7534/7185/2934/1654/55869",95
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","47/3519","92/9436",0.510869565217391,1.369867921964,2.7491850092364,0.00462210963168155,0.0168828636020368,0.00973075711932958,"5567/2773/5592/3265/5331/2977/1813/3845/3709/10376/7846/84790/3356/7082/5330/5604/5607/115/5579/113/5578/109/6654/10746/23236/5332/2778/5594/5155/3708/5894/111/5156/5593/1950/2982/56034/5159/1812/203068/2697/107/1956/2770/114/2776/1902",47
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","23/3519","39/9436",0.58974358974359,1.58136416959946,2.80553540096455,0.00476746582375173,0.0170968448177014,0.00985408923210454,"1491/10768/4548/6472/160428/4522/10588/10797/471/191/55349/200895/10840/441024/29958/23743/635/27430/25902/1738/23382/2731/1757",23
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","50/3519","99/9436",0.505050505050505,1.35426444036845,2.7325699035782,0.0047792332775707,0.0170968448177014,0.00985408923210454,"2475/3725/5567/4853/10000/5599/3265/595/3845/6667/4193/3479/2353/399694/5604/3480/115/113/4313/9611/596/10498/4854/581/109/6654/8647/182/1869/4318/8202/2778/5594/638/5894/111/5291/5290/5602/5295/1871/5603/1026/2099/107/1956/114/5747/53358/4851",50
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","34/3519","63/9436",0.53968253968254,1.447128287708,2.74595182532838,0.00503434614550203,0.017645637499891,0.0101703962535395,"63976/7799/9869/55870/23127/56950/64754/8424/38/4297/217/83852/51268/2145/84444/79709/79823/6419/29072/5352/2122/1962/7468/3033/80854/93166/64324/85007/1738/2146/58508/54904/79813/6839",34
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","34/3519","63/9436",0.53968253968254,1.447128287708,2.74595182532838,0.00503434614550203,0.017645637499891,0.0101703962535395,"1647/7482/7483/89780/51684/6934/81029/7480/652/374654/1856/2535/7473/7484/8313/581/83439/2736/8324/1499/7474/2932/51176/64399/51426/6932/1026/2737/8326/8321/7472/51384/6469/5727",34
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","80/3519","170/9436",0.470588235294118,1.26185580796684,2.65687012102066,0.00541679927770506,0.0187962934936366,0.0108335985554101,"2475/8289/1647/7482/7042/7483/89780/10000/9446/6934/3265/3481/595/81029/4040/4257/3845/7480/8110/7043/399694/5604/4088/3480/5579/29117/5336/1856/2535/7473/7484/8313/5578/4087/4089/9817/6597/581/6654/7039/83439/4780/8324/598/1869/10587/5594/3162/5894/7048/1499/6599/55193/7474/2932/5291/7012/5290/86/51176/2549/5295/51426/6932/1452/1871/1026/2939/57492/60/1956/8326/8321/1021/4233/7472/51384/6604/6595/53358",80
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","40/3519","77/9436",0.519480519480519,1.39295771009326,2.66996921735126,0.00596685435047555,0.0201656309160367,0.0116228420265341,"2475/998/3716/1647/7042/10000/5599/595/3845/675/7043/5604/4088/6774/10928/4087/4089/581/7039/6772/598/1869/5594/5880/5894/7048/5291/5337/5290/5602/4790/1950/5295/51426/1871/1026/5898/1956/1021/3551",40
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","14/3519","21/9436",0.666666666666667,1.78762906128635,2.78644848408145,0.00598293392294276,0.0201656309160367,0.0116228420265341,"1806/60496/586/51380/217/60490/587/80025/51733/339896/5169/8876/8875/1807",14
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","36/3519","68/9436",0.529411764705882,1.41958778396269,2.67783400259309,0.00598576364366507,0.0201656309160367,0.0116228420265341,"2475/10000/6934/3265/595/7704/3845/1848/2322/8900/5604/5371/597/3684/5914/6777/6774/1050/6654/83439/861/5594/5894/5291/5290/4790/51176/5295/1437/6932/1436/5467/5292/1978/3551/862",36
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","39/3519","75/9436",0.52,1.39435066780335,2.64412444174426,0.00643778882030308,0.0214799300062036,0.0123803631159675,"2882/5567/8458/480/481/90993/5331/3709/5330/50506/53905/115/5579/113/5578/84699/6528/109/7849/1385/23236/5332/2778/468/3708/2876/111/2878/1081/389434/9586/107/5172/64764/114/7038/2776/3309/7270",39
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","64/3519","133/9436",0.481203007518797,1.29031872092849,2.60027423543709,0.00656975894444877,0.0215357248172469,0.0124125215084997,"5538/6272/5660/26985/3988/53/1075/4891/2799/23545/3916/1511/11154/2581/23431/23312/1512/84572/527/9516/23659/164/2588/1497/535/1213/22901/23163/2548/4864/23335/8943/54/8907/6556/130340/8218/26088/285362/2720/3373/27074/4126/256471/175/8546/411/1176/2760/8763/135112/3482/23553/50617/1508/10947/138050/51606/245972/55353/1211/1514/8905/3423",64
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","113/3519","251/9436",0.450199203187251,1.20718376847823,2.56556374433258,0.00663322713776775,0.0215357248172469,0.0124125215084997,"998/3725/5788/7100/10000/10006/3799/5599/10121/6934/3265/391/79026/5058/79659/838/7132/10376/7846/84790/4633/10810/11035/4792/57381/2353/1778/3831/23191/23339/302/5604/197259/6416/5606/9842/5608/9267/103910/5289/596/1785/8677/5585/9266/581/6237/9475/388/375189/58484/1639/83439/9648/3553/10096/3800/1781/10787/63916/5594/5894/51143/1499/79443/387/54106/7879/5291/26084/5290/4636/399/3576/5602/4790/51176/7097/112574/6932/6500/51164/55770/8737/203068/5603/6885/23118/51429/60/9265/3569/10392/9844/27072/5898/1780/10095/93408/5294/5420/60412/653857/57180/8795/3551/23643/8767/7295/81873/51209/5063/2316",113
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","49/3519","98/9436",0.5,1.34072179596476,2.6146635966146,0.00664069900704732,0.0215357248172469,0.0124125215084997,"5305/51196/3632/8525/5331/8898/89869/3709/3705/5330/5579/10423/5336/8396/113026/8526/9110/5578/3613/5289/3631/200576/84812/3635/8527/8760/23236/5332/8867/8897/3708/64419/51447/9807/5291/5290/1608/1609/8821/5295/23262/117283/8871/1607/9162/54928/55529/56623/8776",49
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","54/3519","110/9436",0.490909090909091,1.31634503603813,2.57359060282659,0.00727946389854525,0.0233886478962519,0.0134804887010097,"2475/6513/8569/3570/10000/5214/5209/80201/3098/160287/3945/3458/3479/2321/112399/5604/3480/1387/5579/5336/4843/6774/5578/596/2034/3099/5163/9470/3460/5594/3162/9978/2033/7018/5291/5290/7037/1977/4790/1950/817/5295/1906/1026/3459/3569/816/1956/5054/4846/285/1978/284/7010",54
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","37/3519","71/9436",0.52112676056338,1.39737201269567,2.59180522225336,0.00749595979629619,0.0238632848560989,0.0137540546721031,"998/3725/50848/5599/5058/83700/101927180/23545/4792/7082/527/5336/6416/535/9020/90423/3579/58494/150084/523/3576/2919/5602/4790/8992/534/5603/10392/1956/4233/5803/50617/3551/51606/4067/245972/528",37
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","56/3519","115/9436",0.48695652173913,1.30574644476568,2.54395182600457,0.00782655846598115,0.0246892344335951,0.0142301063017839,"1573/55970/5567/2773/5743/5321/779/2786/240/3363/3265/7166/5331/775/3845/3709/10411/121278/3356/54331/5330/123745/283748/10681/5604/5579/2775/247/2793/5578/773/94235/8605/23236/5332/2778/351/5594/3708/5894/776/111/59345/2560/3781/3360/1843/3351/1644/2770/2783/3751/3361/2776/5742/4128",56
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","78/3519","168/9436",0.464285714285714,1.24495595339585,2.47046911199532,0.00900615398803006,0.0280254229426145,0.0161529815231208,"2475/163702/3716/3953/149233/3595/3570/3586/50604/10000/3559/3265/595/3587/894/6778/3458/50616/8554/1387/3566/50615/6777/6774/5771/596/51588/3594/282618/6654/9655/6772/6775/316/598/3454/3460/3976/5008/5155/2033/5894/53833/5291/5290/5156/1950/3558/3600/5618/3575/3977/9180/2690/3572/5295/85480/1437/3567/3578/5159/3593/1026/5292/53832/116379/3459/3569/1956/3952/3574/3717/3456/3448/3442/3439/338376/56832",78
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","45/3519","90/9436",0.5,1.34072179596476,2.50459831269375,0.00904566965294763,0.0280254229426145,0.0161529815231208,"2475/3725/3716/10000/3265/283106/3845/3458/4792/2353/10538/10125/5604/27040/4775/5606/6774/4215/5608/238/27436/7535/6772/940/5133/1457/4773/3460/5594/5894/54106/5291/5290/5530/4790/1950/7097/5295/5603/3459/1956/5533/3551/3717/29126",45
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","34/3519","65/9436",0.523076923076923,1.40260126347083,2.51170507962741,0.0094242122660167,0.0289398376664407,0.0166800217097641,"3782/779/10000/3265/3767/5331/408/775/3845/3709/7223/5330/5604/5579/8913/5578/610/3783/2797/23236/5332/5594/8911/3708/5894/776/5291/5290/6696/5295/3781/1081/2776/9568",34
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","67/3519","142/9436",0.471830985915493,1.26518817365689,2.45542566819481,0.00958555421515855,0.0291770816900002,0.0168167617809799,"5590/3725/7412/9181/4688/10000/5599/657/9446/7132/4257/3458/59341/652/2353/5607/4205/4313/6416/6347/3674/3690/5175/5608/596/51588/3383/9817/6382/3554/3553/90/4780/7341/659/7056/4318/6612/3162/5880/5155/859/1499/387/5291/5290/3791/5602/658/4790/5295/1843/8878/1906/5603/2939/6885/4217/60/4846/5327/3551/6383/5747/1514/7295/27035",67
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","53/3519","109/9436",0.486238532110092,1.30382119607582,2.46031169340842,0.00984176866003597,0.0294404631468317,0.0169685666552344,"2475/3725/3716/149233/3570/6258/3559/5599/6778/3458/50616/4792/2353/6095/4088/3566/50615/27040/4775/5914/6777/6774/30009/4087/4089/3594/7535/3554/3553/6772/4773/3460/861/5594/7048/3556/5602/5530/4790/3558/3572/3662/3117/3112/3108/5603/3459/196/3569/5533/3551/3717/6256",53
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","53/3519","109/9436",0.486238532110092,1.30382119607582,2.46031169340842,0.00984176866003597,0.0294404631468317,0.0169685666552344,"5590/2475/6195/6513/183/10000/5599/90993/10062/7132/2998/32/2308/9882/4792/5836/5579/6720/6774/84699/376497/5581/2673/1385/53632/57761/5770/5105/5580/2932/5291/6514/5290/10891/5602/4790/5295/28965/133522/9945/6196/3569/9586/51085/948/5506/64764/4846/51422/3551/5524/6197/8473",53
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","74/3519","159/9436",0.465408805031447,1.24796745787915,2.43175196019455,0.01004065001883,0.0297786799703761,0.0171635043056923,"149461/3716/356/10000/355/3434/3265/975/10062/595/5519/644672/7132/3845/29110/3458/4939/949/9071/4792/1965/7187/440275/5604/8554/7531/1366/6774/3949/581/5518/10971/5610/6654/6772/8837/1869/7529/3454/23562/4600/5594/5894/1499/2932/5291/5010/5290/9076/10686/5522/4790/1950/100132463/5295/5521/8737/1871/1026/49861/1956/7532/1021/137075/5520/3551/7534/3456/3448/3442/3439/23586/6256/100288814",74
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","40/3519","79/9436",0.506329113924051,1.357692957939,2.46198511008351,0.0103387653766868,0.0304029795399179,0.0175233311469267,"6512/26052/161/9152/6506/6539/6540/101927180/6857/246213/23545/2054/440279/527/6530/163/535/4905/1213/1785/773/23025/90423/6616/8218/523/10815/6507/8992/10814/534/22999/50617/51606/245972/528/6505/10497/1211/1759",40
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","73/3519","157/9436",0.464968152866242,1.24678587395449,2.40463595687887,0.0107893636147711,0.0314614216329881,0.0181333842265061,"2475/1647/83593/9261/7042/824/10000/90550/7417/8945/3265/22800/595/4361/472/2113/894/3845/3709/4193/59341/8900/2308/4776/677/7043/5604/4088/5934/4775/5606/5608/4087/898/6237/1869/4773/5594/11200/3708/5894/7048/776/22808/5291/545/5290/3576/132660/5530/4790/5295/10111/7416/23291/8878/1871/3135/5603/1026/2309/10758/3569/3486/1021/5054/28996/2626/5533/1978/7419/4683/7248",73
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","39/3519","77/9436",0.506493506493506,1.35813376734093,2.43335633818556,0.0111775163875995,0.0323216515541419,0.0186291939793325,"3065/1647/7042/10000/1488/3265/595/9846/3845/4193/4792/7043/399694/5604/4088/1398/6777/4089/581/6654/598/1869/861/5594/613/5894/7048/5291/2122/5290/4790/5295/51426/1871/1026/1021/3551/53358/25",39
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","51/3519","105/9436",0.485714285714286,1.3024154589372,2.40305850119891,0.0114720384322624,0.0328991515371493,0.0189620469954751,"1647/7412/5743/7188/142/6387/5328/283106/472/23085/7132/8600/4792/7187/597/5579/27040/5336/9020/7706/79092/8792/596/51588/8740/3383/10848/7535/3554/10913/3553/8837/1457/598/29775/3576/2919/4790/8737/6885/7128/23118/84433/3551/4067/23643/23586/6366/7185/60401/331",51
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","31/3519","59/9436",0.525423728813559,1.40889409067484,2.42959946364211,0.0118581090607701,0.0337275724925182,0.0194395230504428,"1647/10000/29119/6934/3265/3611/595/3845/5604/999/8313/581/6654/1496/83439/5594/5894/4292/1499/2932/5291/5290/51176/1950/5295/51426/6932/1495/1026/2309/1956",31
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","69/3519","148/9436",0.466216216216216,1.2501324854266,2.36520971311449,0.0120283417539138,0.0339336145415292,0.0195582792746566,"2475/26508/3725/1647/7482/4853/7483/89780/10000/6934/3265/595/81029/4040/3845/7480/6667/3479/2254/675/8600/2353/399694/5604/3480/1856/672/2535/7473/7484/8313/4854/581/8648/6654/83439/8324/182/1869/8202/5594/5894/1499/7474/2932/5291/5290/2250/51176/1950/2247/5295/51426/6932/2246/1452/1871/1026/2099/1956/8326/8321/1021/7472/51384/2260/53358/4851/8823",69
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","21/3519","37/9436",0.567567567567568,1.52190041704108,2.45288666471809,0.0123604930873965,0.034589444365537,0.0199362791732202,"7412/356/3586/355/5331/3458/5330/5579/5578/3383/3553/23236/5332/8542/54106/2150/3593/3910/3569/169355/2776",21
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","44/3519","89/9436",0.49438202247191,1.32565750612246,2.38039909096522,0.0124734175870454,0.0346262072216381,0.0199574681392727,"55970/5567/2773/779/2786/6539/6540/775/81539/54407/54331/10243/2567/10681/115/5579/113/2775/9001/4905/2793/5578/773/94235/109/2571/2744/5334/66008/10991/776/200959/111/59345/2555/2557/2560/2568/2570/107/2770/2783/114/9568",44
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","73/3519","158/9436",0.462025316455696,1.23889482411934,2.33527430530578,0.0128662602090376,0.0354332721629846,0.0204226352524407,"7709/2810/3065/1647/8317/7042/9184/113130/595/25906/472/5519/894/9700/4193/23047/8900/8881/5529/7043/5527/57082/4088/1387/5347/5934/7531/80174/996/10403/4087/4089/23383/898/5518/10971/699/1869/7529/8318/11200/4174/9978/2033/2932/25847/10274/545/29945/23244/10393/9319/6502/25836/1022/902/6500/995/1871/1026/4172/7272/8379/7532/1021/8454/5591/7534/5885/8555/25/55869/546",73
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","67/3519","144/9436",0.465277777777778,1.24761611568943,2.30906071826956,0.013904238419051,0.0376935213391462,0.0217253725297672,"3716/7482/9869/7044/7483/89780/10000/4838/657/3265/5080/81029/3845/7480/3479/652/2103/388112/5604/4088/3480/463/1856/6774/2535/7473/7484/8313/4087/4089/4211/3625/90/8324/659/5594/3976/5894/1499/7474/2932/5291/5290/10336/658/2247/4086/3977/3572/5295/6932/4090/9421/2264/3720/5460/5603/3198/3624/8326/8321/7472/51384/2260/7994/3717/80712",67
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","67/3519","144/9436",0.465277777777778,1.24761611568943,2.30906071826956,0.013904238419051,0.0376935213391462,0.0217253725297672,"2475/9698/1600/115209/2959/3752/10000/5599/90550/7417/10105/5682/55626/9776/5331/6712/3709/60673/6667/488/6311/2259/5687/22863/387332/55102/5330/6095/2903/5579/146227/489/5709/8678/2081/5578/5718/55062/10939/5289/773/5714/23152/23369/10213/5707/5173/23236/5332/11047/25814/3708/5291/5290/3516/5602/5295/7416/2890/6310/9519/4217/26100/5649/7419/9821/2776",67
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","35/3519","69/9436",0.507246376811594,1.36015254663092,2.31547755906055,0.0153003800607834,0.0411568362875336,0.0237215194740828,"10451/5321/10000/240/5599/3265/9846/3845/241/123745/283748/5604/27040/5336/6416/5606/5578/5608/7409/8605/6654/3635/5594/5880/5894/5291/5290/5602/5295/1437/3567/5603/2534/4067/7410",35
"Human Diseases","Cancer: specific types","hsa05214","Glioma","38/3519","76/9436",0.5,1.34072179596476,2.29984511493979,0.0156347584942259,0.0415443794337049,0.0239448872816743,"2475/1647/57172/10000/57118/3265/595/3845/4193/3479/399694/5604/3480/5579/5336/5578/581/6654/7039/1869/5594/5155/5894/5291/5290/5156/1950/817/5295/51426/814/5159/1871/1026/816/1956/1021/53358",38
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","91/3519","203/9436",0.448275862068966,1.20202643776151,2.24395740268787,0.0156839011694967,0.0415443794337049,0.0239448872816743,"998/149461/3725/9181/2212/356/7100/10006/3688/5599/355/2017/5058/644672/23365/7132/10376/7846/84790/7009/10810/9071/4792/2353/23191/7082/55930/4644/4643/4629/1366/4628/4642/10672/9267/4645/4542/9138/9266/581/79784/9475/3554/8440/3553/10096/7456/10787/4430/23562/5594/4627/387/3059/4690/5010/9076/10686/5062/3576/5602/4790/9871/100132463/4651/2149/8737/203068/5603/6885/8936/2534/23118/49861/60/9265/3569/644150/64005/55971/10095/653857/57180/137075/8795/3551/1902/81873/25/100288814/5063",91
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","35/3519","70/9436",0.5,1.34072179596476,2.20648846081886,0.0198291401236669,0.0521266032038819,0.0300441517025256,"998/6513/3725/5546/7042/2271/10000/3265/5058/2113/3845/112399/7043/56924/5604/9915/1387/1398/6654/2034/7039/5594/5155/9978/2033/5894/5291/5290/5062/2549/5295/1026/4233/2889/5063",35
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","57/3519","122/9436",0.467213114754098,1.25280561262281,2.16734631240556,0.0200410277438043,0.0522874934368428,0.0301368838252697,"2475/3953/51094/5208/10000/5214/5209/90993/595/5519/79602/2998/3479/32/10645/8900/2308/81617/55012/5529/5527/3480/23417/6720/31/57521/1149/6794/84699/1994/4218/5518/1385/53632/51719/5105/5468/5523/5291/5290/5522/10891/23216/5295/5521/6885/2309/9586/948/1080/3952/64764/51422/5520/1978/5862/7248",57
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","50/3519","106/9436",0.471698113207547,1.26483188298563,2.11452186464716,0.023098007093082,0.0597959271852006,0.034464511345937,"63036/51032/5320/26279/10136/6548/480/481/493/6262/84647/3778/3784/5331/219931/3709/490/488/1361/5330/8766/115/5579/113/440387/489/5578/5874/4218/109/23236/5332/2778/3708/491/387/111/683/952/8671/6558/107/1811/1080/1357/5644/114/5646/2776/492",50
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","33/3519","66/9436",0.5,1.34072179596476,2.14206127343137,0.0232635451585074,0.0597959271852006,0.034464511345937,"3725/149233/3595/3586/7042/7100/6778/3458/50616/7043/6095/4088/3566/50615/64127/6774/30009/4087/3594/3553/6772/6775/3460/4790/3558/7097/3567/3593/3117/3112/3108/3459/3569",33
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","22/3519","41/9436",0.536585365853659,1.43882339079145,2.17151636215783,0.0237287462799665,0.0601012770740758,0.0346405055181993,"8438/57804/10714/4361/472/5893/675/5890/641/7156/5892/672/146956/83990/5932/5424/8940/84142/10111/7516/4683/25788",22
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","22/3519","41/9436",0.536585365853659,1.43882339079145,2.17151636215783,0.0237287462799665,0.0601012770740758,0.0346405055181993,"3265/595/4312/3845/4193/7057/23604/5604/4313/999/1869/4318/5594/7380/5894/11186/3576/1950/1871/1026/1956/1612",22
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","35/3519","71/9436",0.492957746478873,1.32183839038779,2.0991473840095,0.0253594022665583,0.0633072847949332,0.0364883485849759,"10000/5599/3265/595/894/3845/8600/2353/399694/5604/6777/6774/8792/6654/9655/3973/6772/5594/5894/2932/5291/6514/5290/5602/4790/5618/5295/3659/5603/1081/2309/2099/2645/3717/53358",35
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","35/3519","71/9436",0.492957746478873,1.32183839038779,2.0991473840095,0.0253594022665583,0.0633072847949332,0.0364883485849759,"2475/6513/4914/10000/5214/5979/80201/3098/5223/3265/160287/57103/3945/3845/2322/5604/4916/8140/51548/3099/5163/2744/5594/5894/5291/6514/5290/5156/5295/5159/2645/1956/4233/2260/2539",35
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","25/3519","48/9436",0.520833333333333,1.39658520412996,2.12422436877493,0.0256227570647431,0.0635078335818989,0.0366039386639187,"34/38/27034/586/217/65985/5095/10449/587/3032/84693/316/5096/56922/1962/3033/64902/3157/64087/54511/594/11112/1738/549/3028",25
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","45/3519","95/9436",0.473684210526316,1.27015749091399,2.04085397556091,0.0277207671835913,0.0677401845965224,0.0390433340613962,"3725/6280/6278/5743/7188/5599/727897/8061/4312/4314/4322/29110/3458/53342/4792/2353/7187/5597/27189/9618/6347/6356/6426/5596/1994/3553/4318/29761/23765/5594/2932/3576/6372/2919/5602/4790/1437/3567/5603/6885/10758/7128/23118/3569/3551",45
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","45/3519","95/9436",0.473684210526316,1.27015749091399,2.04085397556091,0.0277207671835913,0.0677401845965224,0.0390433340613962,"3725/1435/7042/6387/4312/4314/101927180/3458/23545/2321/8600/2353/7043/527/6347/6348/414062/535/8792/3383/54/90423/3553/940/1493/523/3576/6372/2919/3600/7097/1437/8992/534/3117/3112/3108/3569/50617/51606/245972/528/284/7010/1514",45
