"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","60/3680","157/9436",0.382165605095541,0.97992245915259,-0.202835620957884,0.61018953002084,0.790058831780714,0.424208746322422,"5293/6390/998/4725/3725/3953/3570/356/51094/10000/5599/355/107984365/4296/4728/79602/7132/55967/8660/1965/2353/207/4706/6720/2081/4729/3643/1050/7040/2931/581/3553/3667/4705/4731/637/7494/29796/468/5468/2932/4710/5291/5290/3576/5602/6389/5295/1350/5601/5603/4217/5879/3569/54205/3952/51422/3551/6256/4694",60
"Organismal Systems","Sensory system","hsa04744","Phototransduction","11/3680","29/9436",0.379310344827586,0.9726011994003,-0.118151556584032,0.616044152651374,0.794674055650658,0.426686812832296,"2782/2780/801/9187/1258/3000/5957/8787/5145/2979/2986",11
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","150/3680","391/9436",0.383631713554987,0.983681752474146,-0.263506952631865,0.622936798034084,0.8005891441401,0.429862819696035,"5293/2475/6390/4725/1435/5743/824/5664/89780/441925/10000/221074/3799/5599/22943/90550/10105/355/3416/5719/3265/283106/55626/9776/91252/107984365/4728/2915/81029/775/7132/4040/3845/3709/10376/7846/84790/4891/60673/517/55967/488/4842/5715/8660/5687/5706/22863/1965/5663/5700/801/55102/3831/207/1139/6263/1133/83464/5604/5685/2903/4706/5595/1459/8883/489/9706/4843/5717/5709/8678/2535/4137/7473/7484/2081/8313/5718/55062/201266/4729/84617/5289/5605/3643/5714/348/5610/57142/5534/3553/3800/57181/8324/3667/5707/4705/1457/23236/5332/81027/351/539/25825/4731/637/5594/7494/29796/102800317/468/3708/5894/1499/776/7474/2932/4710/5291/4311/5290/5602/6622/5530/64116/27123/6389/5295/1350/324/7416/1452/5601/203068/4217/26100/3569/54205/8326/8321/51384/23516/3551/7419/9821/2776/2902/3028/4694",150
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","12/3680","32/9436",0.375,0.961548913043478,-0.174205462567915,0.634233661150526,0.812099927746246,0.436043340546293,"5214/3098/3906/2595/3099/3938/2720/55276/2645/231/57016/441282",12
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","69/3680","182/9436",0.379120879120879,0.972115384615385,-0.303717680126334,0.646418650502125,0.82465908722146,0.442786769113297,"5293/2475/6429/3716/5451/356/7188/10000/355/5818/25833/7132/51135/3458/1967/4792/1965/6430/8892/7187/207/440275/2923/6347/3690/596/8740/718/5452/5819/581/3661/5610/6432/3553/64135/6772/6672/598/6714/3454/3460/637/10454/54106/5291/3592/5290/5295/3135/3117/3108/1616/6732/6428/6885/3459/23118/3569/54205/29992/1978/3551/3717/3456/3439/23586/7248/5199",69
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","10/3680","27/9436",0.37037037037037,0.949677938808374,-0.209364497098407,0.653017186352502,0.830025507927906,0.445668178077474,"11332/6342/83401/51144/51495/201562/8310/79071/79993/401494",10
NA,NA,"hsa04082","Neuroactive ligand signaling","75/3680","199/9436",0.376884422110553,0.966380817129124,-0.383250463589566,0.674534225186959,0.853755792972468,0.458409753848405,"2782/6512/55970/5567/2773/1141/134/2786/1103/6865/150/9152/6506/5031/2915/2893/1813/2900/6540/5025/54331/2567/1139/1133/10681/1143/115/2903/5579/6530/2775/136/2793/5578/2774/2767/2901/94235/109/5173/23236/5332/4159/2778/135/3269/1814/111/5028/59345/152/2555/2557/2560/2743/2891/6507/3360/154/2741/2890/147/2568/1812/3274/79627/107/2770/2783/3361/114/6505/2776/9568/2902",75
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","8/3680","22/9436",0.363636363636364,0.932411067193676,-0.253766506869078,0.676607616909016,0.853755792972468,0.458409753848405,"221/217/3067/55748/3176/10841/501/4128",8
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","12/3680","33/9436",0.363636363636364,0.932411067193676,-0.310980967276012,0.683898537473204,0.859828958344934,0.461670637424703,"586/3419/3418/84706/162417/3420/50/64902/594/4967/1738/48",12
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","13/3680","36/9436",0.361111111111111,0.925935990338164,-0.355982798306063,0.697438459439218,0.873686445579092,0.469111181154252,"6118/57804/10714/5985/5426/3978/5424/56655/4174/5984/4172/6119/5425",13
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","20/3680","55/9436",0.363636363636364,0.932411067193676,-0.401945189097966,0.702906198694951,0.877368528586863,0.471088213438115,"6118/7398/675/22909/55215/641/2072/146956/83990/2067/51455/545/3280/353497/51426/2178/5429/5980/6119/2176",20
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","24/3680","66/9436",0.363636363636364,0.932411067193676,-0.440567270482968,0.712406081090679,0.886039104438945,0.475743732703453,"8565/6301/10352/55699/833/79731/4141/7453/123283/124454/54938/1615/92935/10056/23395/51091/5188/6897/51520/10667/57505/57038/2617/3376",24
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","59/3680","159/9436",0.371069182389937,0.951469783975937,-0.493448095732187,0.71612142765101,0.887479054981788,0.476516889827928,"3716/356/5321/7188/824/142/5599/355/2495/5837/7132/6778/3458/11035/5836/3320/123745/283748/1540/27183/197259/6777/6774/79643/596/9525/8605/581/5610/3553/6772/6775/8837/10616/81030/3454/3460/637/8743/5602/817/7416/9555/815/5601/8737/8335/3013/3012/3459/7128/5478/91782/7419/3717/90865/3456/3439/331",59
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","7/3680","20/9436",0.35,0.897445652173913,-0.367088110938389,0.720226082217238,0.88938950366328,0.477542672981649,"3930/3988/6309/1591/4047/1595/2222",7
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","26/3680","72/9436",0.361111111111111,0.925935990338164,-0.504402505024322,0.73232491476399,0.901123210720228,0.483842888813834,"5599/26007/4792/7187/1540/79132/7706/3661/10010/64135/843/3592/3576/5602/5601/8737/5603/6885/9474/3551/3456/3467/3439/338376/23586/1654",26
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","9/3680","26/9436",0.346153846153846,0.887583612040134,-0.458940049485124,0.742282007410415,0.910147903079201,0.488688544956829,"2494/3087/5080/4760/3280/222546/2645/168620/5078",9
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","39/3680","108/9436",0.361111111111111,0.925935990338164,-0.61895531711886,0.762529950489891,0.931682721197155,0.500251301841033,"10250/55705/25909/4928/10527/23279/55110/5901/64328/10284/3843/5411/23214/9688/55308/3838/7514/129401/7341/8480/5905/6396/23225/3836/3840/51068/9631/51194/3842/64901/94026/1915/3841/11097/402569/23165/23039/2733/8021",39
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","6/3680","18/9436",0.333333333333333,0.854710144927536,-0.493317667048489,0.765706721757403,0.932281517367785,0.500572815331709,"25974/4548/7702/5826/166785/7629",6
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","37/3680","103/9436",0.359223300970874,0.92109539890249,-0.643790816036879,0.770913965921987,0.935339671940314,0.502214839779874,"10250/5525/1479/79869/51585/5519/55110/11052/10284/100529063/8106/55012/5411/5529/10914/5527/55308/23293/124540/26528/51692/64895/55339/80336/80335/5523/5522/132430/5521/8732/10767/10898/5520/5516/26986/2733/23708",37
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","56/3680","154/9436",0.363636363636364,0.932411067193676,-0.676160250937207,0.775416623727967,0.937524628688518,0.503388015403815,"65220/9249/249/1503/7389/205/26289/23057/5805/586/6472/217/84274/4522/122481/122622/4351/60490/4833/124454/79001/2235/129607/790/23498/2677/250/248/54658/2937/158/5372/211/200895/1371/349565/7358/441024/27235/4338/102157402/27430/79646/4337/2729/221264/25902/154807/1738/50808/55312/210/2356/203/158067/56474",56
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","15/3680","44/9436",0.340909090909091,0.874135375494071,-0.669091402985524,0.79384195594243,0.956469301083414,0.513560037287318,"142/57804/10714/6996/5985/5426/7515/3978/11284/5424/56655/5984/55247/5425/252969",15
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","17/3680","50/9436",0.34,0.871804347826087,-0.726695535826499,0.807625829383393,0.969709905868641,0.520669356404518,"3586/6387/57379/9020/6370/7040/7852/940/958/10803/941/3600/56477/3567/3117/3108/3569",17
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","5/3680","16/9436",0.3125,0.801290760869565,-0.636043866966341,0.812505722458823,0.972205123080041,0.522009121144144,"221/5053/314/1644/4128",5
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","57/3680","159/9436",0.358490566037736,0.919216570959803,-0.8213940198996,0.816548621641201,0.972994290284208,0.522432851146079,"23673/9554/2212/4688/4360/3688/6441/10312/79659/4973/10376/7846/84790/8411/4842/949/3916/1778/7057/3684/535/3690/81035/84617/5289/718/8685/22925/1781/200576/81027/4689/51143/523/3693/7879/7037/53407/3673/8992/821/3135/203068/3117/3108/8417/7058/60/5879/948/1780/50617/4481/51606/528/1514/9550",57
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","23/3680","67/9436",0.343283582089552,0.880223880597015,-0.786675254324632,0.818773293265098,0.972994290284208,0.522432851146079,"2023/5214/3098/9562/5223/387712/3939/3948/160287/221/3945/217/5315/3099/55902/55276/130/501/2645/1738/669/8789/5230",23
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","20/3680","59/9436",0.338983050847458,0.869196757553427,-0.805836670397314,0.826004068250527,0.978189931651339,0.525222563028324,"5226/2948/4259/9446/4257/290/3418/2879/6241/2937/2678/51056/493869/2878/2938/221357/2729/79017/50484/2539",20
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","10/3680","31/9436",0.32258064516129,0.827138849929874,-0.770785105824904,0.829908767307773,0.978189931651339,0.525222563028324,"9563/5226/5214/51071/7086/55276/221823/8789/5634/2539",10
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","21/3680","62/9436",0.338709677419355,0.868495792426367,-0.830629761286131,0.831602391461513,0.978189931651339,0.525222563028324,"3065/26508/4853/5664/1488/1840/9612/5663/8650/83464/7090/1387/4854/8850/3280/3516/6310/7091/7088/4851/441478",21
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","12/3680","37/9436",0.324324324324324,0.831609870740306,-0.820561500177784,0.838717945613355,0.980685059684868,0.526562279885398,"8659/80150/122622/18/84706/790/2673/2744/158/56954/64902/9945",12
"Organismal Systems","Digestive system","hsa04976","Bile secretion","31/3680","90/9436",0.344444444444444,0.883200483091787,-0.890192399289532,0.841066712696398,0.980685059684868,0.526562279885398,"6548/5567/480/9971/949/10257/115/343/8714/109/57835/6344/8647/54658/2778/6523/111/57552/8671/9429/3156/3781/10864/6580/107/5244/5243/1576/1080/114/6256",31
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","13/3680","40/9436",0.325,0.833342391304348,-0.84453588259612,0.843099600462028,0.980685059684868,0.526562279885398,"3098/5837/283209/5836/2595/3099/2632/2992/55276/5169/5167/2645/8908",13
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","14/3680","43/9436",0.325581395348837,0.834833164812942,-0.867939358495392,0.847421705431175,0.980685059684868,0.526562279885398,"5320/26279/84647/8513/84649/38/949/376497/338/4547/2169/39/948/19",14
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","70/3680","196/9436",0.357142857142857,0.915760869565217,-0.95288478871265,0.84785451845954,0.980685059684868,0.526562279885398,"5293/2475/3065/2212/4688/1379/10000/10105/7450/440093/51564/207/5604/5579/5595/3684/5336/2811/10014/3674/3690/5578/5605/718/27180/2357/8520/9759/23236/5332/6714/5335/5594/4689/5880/10533/5894/79885/820/5291/5290/1182/5295/7416/9555/8350/8366/8335/3018/8344/8360/8351/3013/8367/3012/8353/8361/8345/8346/8970/8357/8354/5603/6885/60/5879/9734/7419/1184/55869",70
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","21/3680","63/9436",0.333333333333333,0.854710144927536,-0.925125657173497,0.854535790376554,0.983668602196562,0.528164242647631,"5320/26279/1573/5743/5321/84647/10728/123745/283748/247/2879/8605/151056/5740/2678/8398/6916/2053/22949/5742/9536",21
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","5/3680","17/9436",0.294117647058824,0.754156010230179,-0.811177930859156,0.856103509692685,0.983668602196562,0.528164242647631,"2328/84890/51380/2678/339896",5
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","135/3680","371/9436",0.363881401617251,0.933039376538146,-1.05209996998532,0.865930750888965,0.991676470490003,0.532463932281906,"2475/6390/4725/127602/441925/440738/3799/90550/311/10718/5719/4928/6506/55626/9776/23279/107984365/9973/4728/7132/10376/7846/84790/60673/517/3178/55967/6311/643246/4842/5715/196385/283/5687/5706/22863/1965/5700/55102/3831/145957/5685/2903/55567/4706/9688/140775/9706/5606/4843/5717/5709/8678/2081/5718/55062/64446/8632/4729/84617/5289/596/4218/5714/581/6432/5534/1639/1768/3800/10010/220988/129401/56171/2066/5707/4705/598/84557/8480/9217/81027/539/4731/637/7494/29796/10126/468/6396/23225/25981/4710/5217/5530/2891/6389/1767/9631/493869/1350/7416/9782/9542/51164/2878/2890/94026/203068/1616/5603/6428/1769/9896/4217/5071/26100/60/5879/54205/23165/4747/3084/9821/79139/27019/10280/7415/3309/2733/8021/23064/2902/4694/116442",135
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","13/3680","41/9436",0.317073170731707,0.813016967126193,-0.959356903072246,0.869419184553827,0.992396240263743,0.532850400505635,"1141/2893/2567/1139/2903/773/2555/2557/2560/2891/2890/2568/2902",13
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","14/3680","44/9436",0.318181818181818,0.815859683794466,-0.978882692414935,0.872425588525924,0.992562882683592,0.532939876338528,"2959/6884/2965/2963/4331/8148/11036/6874/1022/902/129685/404672/2969/138474",14
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","11/3680","36/9436",0.305555555555556,0.783484299516908,-1.0406655714035,0.888685067522361,1,0.536933110875171,"221/1638/2184/314/316/1312/3081/130/1644/7306/4128",11
"Human Diseases","Immune disease","hsa05330","Allograft rejection","12/3680","39/9436",0.307692307692308,0.788963210702341,-1.0559183323556,0.890294030257169,1,0.536933110875171,"356/3586/355/3458/940/958/941/3592/3567/3135/3117/3108",12
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","84/3680","238/9436",0.352941176470588,0.904987212276215,-1.18702073566554,0.895696026385472,1,0.536933110875171,"5293/731/732/3725/3716/6125/6232/3570/2212/8829/5599/6229/6157/4312/4314/7450/7132/716/51135/6128/4792/2353/7187/6187/5579/5595/5336/6154/6347/6143/6774/5578/100526842/25873/718/6142/388524/23521/3661/5610/6160/3553/64135/6772/5335/3454/7113/5594/6161/5291/185/3592/5290/5648/3576/5602/6167/730/729/3572/5295/6228/1437/6208/5601/2162/717/6222/100529239/5603/6885/23118/4142/3569/1956/3551/6129/6132/6194/3456/3439/23586/6130/6191",84
"Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","3/3680","12/9436",0.25,0.641032608695652,-0.994861105317582,0.905509015514488,1,0.536933110875171,"81607/4684/4685",3
"Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","8/3680","28/9436",0.285714285714286,0.732608695652174,-1.13295356419995,0.910197022452366,1,0.536933110875171,"10312/535/6521/523/8992/50617/528/9550",8
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","14/3680","46/9436",0.304347826086957,0.78038752362949,-1.19381655690661,0.912611210726853,1,0.536933110875171,"5719/3458/5715/51371/5687/5706/5700/5685/5717/5709/5718/5714/23198/5707",14
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","110/3680","311/9436",0.353697749196141,0.906927163427932,-1.33450798576087,0.918934240312917,1,0.536933110875171,"2475/6390/3065/4725/127602/441925/3799/5599/7019/10105/5719/161/6506/90993/55626/9776/107984365/4728/2915/2893/10376/7846/84790/60673/6667/517/55967/5715/196385/5687/5706/22863/5700/55102/3831/5685/1387/55567/4706/9706/5717/163/5709/8678/1213/2081/5718/55062/64446/8632/4729/84617/5289/5714/1175/27113/581/1639/1768/3800/56171/1385/5707/4705/23236/5332/7052/81027/6874/539/4731/8218/29796/10126/3708/5468/25981/55081/4710/3064/10891/5602/2891/6389/1767/6507/493869/1350/7416/51164/2878/2890/5601/203068/1769/4217/6648/26100/54205/9586/3092/4899/64764/7419/9821/27019/1211/2776/2902/4694",110
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","28/3680","87/9436",0.32183908045977,0.825237381309345,-1.30936298368252,0.92360594549793,1,0.536933110875171,"6548/7170/480/7139/6262/783/775/488/4633/6547/7168/10368/489/4635/27091/27092/786/59285/6546/29796/9254/7134/776/1350/781/444/84679/10479",28
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","97/3680","278/9436",0.348920863309353,0.894678604942133,-1.42519125987611,0.932355130460828,1,0.536933110875171,"5293/6390/4725/731/732/5567/3310/3915/4688/6262/3799/5599/90550/10105/5719/283106/90993/107984365/10963/4728/4684/775/3709/10376/7846/84790/517/55967/5715/5687/5706/1965/5700/3831/6263/5685/2903/4706/5595/1459/5717/5709/5718/4729/84617/5714/581/5534/3553/3800/1386/1385/5707/4705/1457/5621/81027/4685/539/4731/5594/29796/4689/5880/468/3708/859/5580/776/2932/4710/5291/5290/5602/5530/6389/730/729/5295/1350/7416/1958/5601/203068/5603/2534/5879/3569/54205/9586/857/64764/7419/3309/4851/2902/4694",97
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","81/3680","235/9436",0.34468085106383,0.883806660499537,-1.4422220083985,0.935355089405014,1,0.536933110875171,"63976/2475/4879/6390/23028/6195/8289/4725/353500/65260/5567/5592/51703/3265/90993/107984365/4728/1374/51287/3845/6602/517/10818/55967/6655/51241/8110/115/4706/5606/1353/6603/57521/4729/9658/6597/109/6654/493753/1386/1385/2181/4705/79133/2778/539/4731/29796/5468/4710/111/11343/86/10891/2180/6389/91942/1350/23305/5603/124901481/4217/57492/6196/60/9586/55744/107/64764/6604/51422/2260/137682/114/6595/6194/7248/6197/27330/2182/4694",81
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","26/3680","83/9436",0.313253012048193,0.803221581980094,-1.43971162951088,0.941466231606354,1,0.536933110875171,"3428/9447/11128/55703/51082/11035/4792/4210/55718/29800/197259/3661/3553/10621/25939/81030/10622/10146/8737/3569/1687/3551/90865/3456/3439/23586",26
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","4/3680","17/9436",0.235294117647059,0.603324808184143,-1.30885510612489,0.945189404222946,1,0.536933110875171,"6342/10858/8309/6718",4
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","4/3680","17/9436",0.235294117647059,0.603324808184143,-1.30885510612489,0.945189404222946,1,0.536933110875171,"765/771/763/768",4
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","77/3680","227/9436",0.33920704845815,0.869771116644321,-1.58799261278945,0.952207833127344,1,0.536933110875171,"5293/6390/4725/3725/2948/405/4259/27/4688/115019/10000/5599/10105/9446/3265/5795/107984365/4728/4257/3845/517/55967/5587/4792/6655/2353/207/5604/1544/4706/5595/6416/9020/4025/4729/5605/9817/25865/6654/4780/4705/6714/5770/539/4731/5594/29796/5894/5580/4710/5291/5337/5290/5602/1950/6389/5295/1350/7416/5601/5603/7422/2938/221357/2309/4217/6648/5879/196/1956/4233/2053/3551/7419/5747/25/4694",77
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","69/3680","205/9436",0.336585365853659,0.863048780487805,-1.58508635665554,0.952331466346652,1,0.536933110875171,"5590/5293/2475/6390/4725/4688/7042/142/6262/10000/5599/10105/107984365/4728/6667/517/55967/488/9882/7043/207/4088/4706/5579/489/1277/5578/4729/4087/3643/7040/2673/1281/3667/4705/23236/5332/4318/539/4731/29796/4689/5880/7048/5580/2932/4710/5291/185/5290/5602/817/6389/5295/1350/7416/815/5601/9945/5603/51660/5879/948/1278/7419/7046/5524/4694/2539",69
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","15/3680","52/9436",0.288461538461538,0.739653010033445,-1.50520170680424,0.952711955917977,1,0.536933110875171,"5293/480/10000/3098/207/5579/3099/3938/23236/5332/6523/776/5291/5290/5295",15
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","12/3680","44/9436",0.272727272727273,0.699308300395257,-1.59846527127376,0.962980172128379,1,0.536933110875171,"356/355/3458/3553/940/941/3592/1363/3135/3117/3108/3382",12
"Organismal Systems","Sensory system","hsa04742","Taste transduction","26/3680","86/9436",0.302325581395349,0.775202224469161,-1.67444118903522,0.964701580352821,1,0.536933110875171,"80835/5567/29850/775/6337/10021/6338/40/773/6328/6326/6335/5136/23236/5332/5028/2555/2557/50834/8645/5137/259286/338398/259287/114/9568",26
"Human Diseases","Immune disease","hsa05310","Asthma","8/3680","32/9436",0.25,0.641032608695652,-1.62632802863757,0.968082311601731,1,0.536933110875171,"2207/3586/5553/958/3567/3578/3117/3108",8
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","9/3680","36/9436",0.25,0.641032608695652,-1.72534834450093,0.974132942157937,1,0.536933110875171,"55277/51084/54658/9942/7358/729920/231/57016/441282",9
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","12/3680","46/9436",0.260869565217391,0.66890359168242,-1.79984480260118,0.977048535921762,1,0.536933110875171,"7389/2495/341208/3163/124454/2235/54658/211/1371/644/210/3052",12
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","4/3680","20/9436",0.2,0.512826086956522,-1.74381442843228,0.980283063571628,1,0.536933110875171,"594/4967/1738/2731",4
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","8/3680","34/9436",0.235294117647059,0.603324808184143,-1.85267330763662,0.981762801981683,1,0.536933110875171,"11128/55703/51082/55718/25885/10621/10622/27297",8
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","14/3680","54/9436",0.259259259259259,0.664774557165862,-1.97524334714169,0.984856876175233,1,0.536933110875171,"356/3586/355/940/1493/958/941/3567/3135/3117/3108/1081/7038/3439",14
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","125/3680","370/9436",0.337837837837838,0.866260282021152,-2.09839806295075,0.984931856211807,1,0.536933110875171,"10911/5724/3061/1907/3953/5737/23566/1141/339403/134/6865/2894/150/2834/887/797/170589/5031/2915/4544/10888/2893/1813/2900/160065/399967/552/5027/5025/122042/57105/2862/5729/5732/624/623/2567/1139/1133/1143/283869/2903/7442/136/7067/5697/6752/256933/2587/718/53637/9002/2901/2696/5739/2357/23620/3973/129521/6344/130574/10203/10316/2859/5173/2797/4159/1908/135/5021/3269/7068/5745/1814/165829/185/5028/6750/152/55584/2555/2557/2560/2895/10424/1909/2743/2891/4543/51289/5618/2690/2149/2150/3360/154/2741/2890/147/2568/1812/3274/1906/3062/79627/1081/134864/4829/7432/4142/4852/1395/117/3952/5644/3361/7201/6019/6013/5646/1903/9568/1902/347148/2902",125
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","9/3680","38/9436",0.236842105263158,0.60729405034325,-1.93943856874804,0.985032974586252,1,0.536933110875171,"5993/5788/5896/916/57379/84876/5994/7535/958",9
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","89/3680","271/9436",0.328413284132841,0.842094497031927,-2.10887163314102,0.98578875565137,1,0.536933110875171,"11315/9927/6390/4725/5567/2773/221074/3799/5599/90550/10105/5719/91252/107984365/4728/1813/3709/10376/7846/84790/4891/517/55967/5715/5687/5706/1965/5700/801/3831/6263/5685/4706/7314/5717/5709/4137/2081/5718/201266/4729/2774/84617/9817/5714/581/3800/4780/57181/5707/4705/598/5335/2778/81027/539/4731/135/7494/29796/468/3708/4710/111/7345/5602/6622/64116/817/6389/1350/9627/7416/815/1812/5601/203068/1616/51465/4217/5071/54205/2770/2861/23516/7419/3309/4128/4694",89
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","22/3680","81/9436",0.271604938271605,0.696430488459474,-2.19388184527669,0.990813168178239,1,0.536933110875171,"978/1806/2948/4259/7371/9446/4257/1854/4833/6241/7498/151531/54658/51733/2938/221357/7378/1576/9/10/50484/1807",22
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","16/3680","63/9436",0.253968253968254,0.651207729468599,-2.22091678962349,0.992082707477427,1,0.536933110875171,"3290/51144/1588/1583/1544/3294/6716/54658/1312/79644/6715/7923/1551/1576/6718/3293",16
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","4/3680","23/9436",0.173913043478261,0.44593572778828,-2.12713230842954,0.99332937345353,1,0.536933110875171,"480/4190/2744/8671",4
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","10/3680","45/9436",0.222222222222222,0.569806763285024,-2.31285488041702,0.994721948395582,1,0.536933110875171,"356/355/3458/3553/940/941/3135/3117/3108/3569",10
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","39/3680","144/9436",0.270833333333333,0.694451992753623,-2.9542046002173,0.999064749345919,1,0.536933110875171,"731/732/2212/3586/6737/716/440093/3458/87/2903/718/81/940/6628/958/941/730/729/9555/8350/8366/8335/3018/8344/8360/8351/3013/8367/3012/8353/8361/8345/8346/8970/8357/8354/717/3117/3108",39
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","4/3680","30/9436",0.133333333333333,0.341884057971014,-2.88665591865714,0.999550379783429,1,0.536933110875171,"217/54658/7358/501",4
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","15/3680","71/9436",0.211267605633803,0.541717697489284,-3.09915172774874,0.999605528122385,1,0.536933110875171,"2948/4259/5743/3290/9446/4257/1544/54658/2938/221357/1551/1576/64816/9/10",15
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","14/3680","68/9436",0.205882352941176,0.527909207161125,-3.1238560627216,0.999652914331475,1,0.536933110875171,"9249/6121/1592/8854/1544/50700/29785/56603/316/54658/130/1551/1576/8228",14
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","14/3680","73/9436",0.191780821917808,0.491751042287076,-3.48549837027415,0.999923501936495,1,0.536933110875171,"2948/4259/2328/9446/221/4257/1544/316/54658/130/2938/221357/1576/4128",14
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","16/3680","81/9436",0.197530864197531,0.506494900697799,-3.56653694376694,0.999942443511606,1,0.536933110875171,"4802/5993/3310/3458/5994/3320/2923/1385/3308/821/3135/3117/3108/1508/1514/3309",16
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","22/3680","102/9436",0.215686274509804,0.553047740835465,-3.62878964312531,0.999948355446878,1,0.536933110875171,"5724/2212/3075/3586/716/3875/3684/390792/3884/8688/8689/3866/3861/718/3383/2357/820/5648/717/3117/3108/1672",22
